,Open,High,Low,Close,Volume
2025-12-19,1356.85,1359.85,1351.0,1354.15,250017
2025-12-22,1356.0,1371.0,1354.3,1368.4,148674
2025-12-23,1364.95,1365.05,1357.4,1363.05,113555
2025-12-24,1363.05,1368.15,1357.8,1359.5,545484
2025-12-25,1359.5,1359.5,1359.5,1359.5,0
2025-12-26,1357.0,1362.0,1348.5,1350.55,52337
2025-12-29,1350.6,1355.0,1341.9,1343.2,121640
2025-12-30,1339.5,1347.4,1338.3,1342.15,278304
2025-12-31,1347.6,1350.0,1339.4,1342.9,144631
2026-01-01,1343.2,1348.1,1335.6,1337.55,862315
2026-01-02,1339.7,1356.95,1337.1,1354.8,176660
2026-01-05,1352.05,1375.3,1352.05,1371.45,339228
2026-01-06,1371.4,1413.5,1367.55,1410.75,730128
2026-01-07,1361.15,1429.55,1361.15,1428.45,2741883
2026-01-08,1425.1,1442.2,1423.55,1435.35,1638746
2026-01-09,1425.65,1429.35,1401.8,1403.55,357885
2026-01-12,1402.0,1424.8,1391.75,1413.15,248750
2026-01-13,1418.3,1442.0,1411.15,1436.55,747330
2026-01-14,1428.0,1444.4,1415.0,1418.15,700767
2026-01-15,1418.15,1418.15,1418.15,1418.15,0
2026-01-16,1415.0,1420.6,1400.2,1411.65,337891
2026-01-19,1392.15,1399.85,1360.0,1379.8,901613
2026-01-20,1371.65,1387.75,1371.1,1375.35,123595
2026-01-21,1370.0,1371.0,1340.0,1348.45,315112
2026-01-22,1352.05,1355.0,1338.0,1345.65,450812
2026-01-23,1340.0,1354.75,1335.7,1343.35,1167950
